,price,location,baths,bedrooms,Total_Area
3188,1200.0,F-10,6,6,10890.0
3189,299.0,DHA Defence,4,3,5445.0
3190,445.0,I-8,6,6,38659.642
3191,475.0,Bahria Town,6,5,5445.0
3192,475.0,Bahria Town,6,5,5445.0
3193,55.0,Tarlai,2,4,1361.255
3195,72.0,Golra Mor,3,4,1905.757
3197,15.0,C-18,5,4,15246.056
3198,315.0,Bahria Town,8,7,3539.263
3199,315.0,Bahria Town,8,7,3539.263
3200,100.0,FECHS,3,3,1905.757
3201,67.0,Ghauri Town,3,3,1089.004
3202,80.0,Ghauri Town,5,4,1361.255
3203,63.0,Ghauri Town,3,2,1361.255
3204,170.0,I-10,7,4,1089.004
3205,160.0,G-13,5,3,1089.004
3206,82.0,PWD Housing Scheme,3,4,9528.785
3209,325.0,I-10,6,6,1905.757
3211,145.0,I-10,3,3,18240.817
3212,350.0,B-17,8,6,5445.0
3213,290.0,G-6,7,7,21235.578
3214,235.0,Bahria Town,6,5,2722.51
3215,235.0,Bahria Town,6,5,2722.51
3216,265.0,G-9,4,4,18240.817
3217,85.0,FECHS,3,2,1905.757
3218,235.0,G-11,4,4,1361.255
3219,46.0,Koral Chowk,2,2,2178.008
3220,76.0,DHA Defence,4,3,2178.008
3221,95.5,B-17,6,5,1361.255
3222,950.0,F-11,10,8,70785.0
3223,290.0,DHA Defence,6,5,2722.51
3224,215.0,Bahria Town,6,5,2722.51
3225,78.0,Ghauri Town,5,4,12251.294999999998
3226,485.0,Bahria Town,6,5,5445.0
3227,850.0,E-11,9,8,5445.0
3228,550.0,G-11,6,5,5445.0
3229,910.0,F-6,6,5,59895.0
3230,230.0,Bahria Town,6,6,3811.514
3231,800.0,F-11,6,6,70785.0
3232,74.0,DHA Defence,3,3,2178.008
3233,65.0,DHA Defence,3,3,2178.008
3234,60.0,DHA Defence,3,3,2178.008
3241,32.0,DHA Defence,2,2,1361.255
3261,399.0,DHA Defence,5,5,5445.0
3262,240.0,CBR Town,6,6,3267.012
3263,250.0,CBR Town,6,6,3267.012
3264,430.0,I-8,7,6,3267.012
3265,36.0,DHA Defence,2,2,1361.255
3267,135.0,Soan Garden,5,4,1633.506
3268,145.0,CBR Town,6,5,2178.008
3269,210.0,G-13,6,5,2178.008
3270,140.0,G-13,3,3,11979.043999999998
3271,90.0,B-17,3,3,1361.255
3272,55.0,Spring Valley,3,3,1633.506
3273,40.0,DHA Defence,2,2,1361.255
3274,1700.0,E-7,4,4,103455.0
3275,1300.0,F-6,5,5,87120.0
3276,750.0,F-6,3,3,48460.67799999999
3277,325.0,G-10,5,5,23958.088
3278,1450.0,F-7,7,6,5445.0
3283,465.0,Bahria Town,6,5,5445.0
3284,465.0,Bahria Town,6,5,5445.0
3285,750.0,F-11,6,6,70785.0
3286,940.0,F-11,8,8,70785.0
3288,38.0,DHA Defence,2,2,1361.255
3290,290.0,G-15,7,6,3267.012
3291,160.0,G-15,4,4,1905.757
3292,78.0,DHA Defence,3,3,2178.008
3293,35.5,DHA Defence,2,2,1361.255
3294,305.0,Bahria Town,6,5,2722.51
3295,45.0,DHA Defence,2,2,1361.255
3297,800.0,I-8,6,10,38659.642
3298,220.0,9th Avenue,3,3,1905.757
3299,470.0,DHA Defence,7,6,5445.0
3300,142.0,Soan Garden,5,4,1633.506
3301,48.0,Ghauri Town,2,2,1361.255
3302,27.0,Madina Town,1,3,544.502
3303,190.0,PWD Housing Scheme,6,6,3539.263
3304,700.0,City Garden,8,8,10890.0
3305,700.0,City Garden,8,8,10890.0
3306,85.0,Bani Gala,4,4,1361.255
3307,290.0,G-15,7,7,38659.642
3308,950.0,F-10,6,6,70785.0
3309,88.0,Ghauri Town,5,4,1089.004
3310,1175.0,F-8,5,5,65340.0
3311,535.0,DHA Defence,6,5,5445.0
3312,280.0,Bahria Town,6,5,3267.012
3314,83.0,Ghauri Town,5,4,1089.004
3316,60.0,Arsalan Town,3,2,1361.255
3317,62.0,Shaheen Town,4,3,1361.255
3318,75.0,Shaheen Town,4,4,1361.255
3321,650.0,E-11,7,6,4900.518
3322,30.0,Islamabad - Murree Expressway,2,2,1089.004
3323,490.0,G-11,6,6,38659.642
3324,1350.0,F-7,6,6,5445.0
3325,1200.0,F-8,6,6,65340.0
3326,380.0,Bahria Town,6,5,70785.0
3327,230.0,9th Avenue,3,4,18240.817
3328,245.0,Bahria Town,6,5,2722.51
3329,150.0,I-8,4,4,1361.255
3330,190.0,DHA Defence,4,3,2722.51
3331,36.0,Tarlai,1,3,1089.004
3332,70.0,Ghauri Town,4,4,816.7529999999999
3333,1300.0,F-8,6,6,98010.0
3334,60.0,Bani Gala,2,2,1633.506
3335,158.0,D-17,5,5,2178.008
3336,270.0,Ghauri Town,10,7,2722.51
3338,780.0,F-10,6,6,5445.0
3339,165.0,CBR Town,7,6,22869.084
3340,180.0,CBR Town,3,3,3267.012
3341,135.0,CBR Town,5,5,1905.757
3342,265.0,G-13,6,4,1905.757
3345,98.0,Ghauri Town,5,4,1361.255
3346,440.0,I-8,3,3,3811.514
3347,145.0,I-10,3,3,18240.817
3348,255.0,G-15,7,7,3811.514
3350,90.0,Khanna Pul,5,4,13068.048
3351,255.0,CBR Town,6,6,38659.642
3352,250.0,CBR Town,7,6,38659.642
3353,245.0,CBR Town,8,7,38659.642
3354,350.0,DHA Defence,5,5,5445.0
3357,150.0,Pakistan Town,4,4,2722.51
3358,444.0,DHA Defence,7,6,5445.0
3359,160.0,G-13,5,4,1089.004
3360,40.0,Ghauri Town,2,2,8984.283
3361,200.0,Bani Gala,6,6,4083.765
3362,490.0,DHA Defence,6,6,5445.0
3363,700.0,F-10,4,5,5445.0
3364,288.0,B-17,6,6,5445.0
3365,87.0,Ghauri Town,5,4,1361.255
3367,575.0,Bani Gala,8,7,81675.0
3368,80.0,Bhara kahu,4,3,3267.012
3369,30.0,DHA Defence,2,2,1361.255
3370,160.0,FECHS,6,8,1905.757
3371,65.0,Ghauri Town,3,3,1089.004
3372,825.0,F-10,6,6,70785.0
3373,85.0,Ghauri Town,4,4,1361.255
3374,70.0,Ghauri Town,3,3,1361.255
3375,90.0,Multi Residencia & Orchards,5,4,1905.757
3376,155.0,Soan Garden,7,6,2722.51
3377,105.0,Kashmir Highway,7,7,1361.255
3378,165.0,Pakistan Town,5,7,2722.51
3379,120.0,Soan Garden,3,3,2722.51
3380,135.0,Soan Garden,5,4,1633.506
3381,165.0,Soan Garden,5,5,2450.259
3382,140.0,Soan Garden,5,4,1633.506
3384,385.0,G-9,5,5,38659.642
3385,200.0,Bhara kahu,4,6,5445.0
3386,450.0,DHA Defence,6,5,5445.0
3387,36.0,Burma Town,2,3,9528.785
3388,195.0,Bani Gala,6,6,4083.765
3389,350.0,Bani Gala,7,7,5445.0
3390,80.0,Bhara kahu,5,5,1633.506
3392,305.0,G-13,10,10,29675.359
3394,290.0,PWD Housing Scheme,6,3,3267.012
3395,360.0,Korang Town,8,8,5445.0
3396,300.0,Korang Town,6,6,3267.012
3397,160.0,Pakistan Town,6,6,2722.51
3400,60.0,Bhara kahu,5,5,1089.004
3402,295.0,G-10,2,2,2722.51
3403,27.0,Pindorian,3,3,816.7529999999999
3404,95.0,Chatha Bakhtawar,5,4,1361.255
3413,45.0,PTV Colony,3,2,1089.004
3414,90.0,FECHS,3,2,1905.757
3415,240.0,I-10,6,6,25319.343
3417,30.0,Arsalan Town,2,3,816.7529999999999
3418,260.0,CBR Town,8,7,3267.012
3419,170.0,D-17,6,7,22869.084
3420,370.0,Korang Town,8,7,10890.0
3421,920.0,E-11,6,4,5445.0
3422,145.0,CBR Town,6,5,1905.757
3423,240.0,CBR Town,8,7,3267.012
3424,145.0,CBR Town,6,5,1905.757
3425,170.0,Zone 5,7,4,30492.112
3427,235.0,G-9,3,3,1633.506
3428,440.0,G-15,6,8,4900.518
3429,305.0,G-9,5,5,2722.51
3432,225.0,Bahria Town,6,5,2722.51
3433,130.0,Bahria Town,3,3,1361.255
3434,130.0,Bahria Town,3,3,1361.255
3435,650.0,E-11,6,6,5445.0
3436,220.0,Margalla Town,4,5,2178.008
3437,85.0,Police Foundation Housing Society,4,5,1361.255
3438,75.0,Ghauri Town,6,6,1089.004
3439,675.0,I-8,7,7,33759.124
3440,950.0,I-8,7,7,65340.0
3441,140.0,CBR Town,6,5,1905.757
3442,148.0,G-13,6,5,1089.004
3443,1150.0,F-7,5,5,5445.0
3444,135.0,Bahria Town,6,5,1361.255
3445,190.0,G-13,4,3,1089.004
3446,137.0,G-13,4,2,11979.043999999998
3457,475.0,Bahria Town,6,5,5445.0
3459,565.0,F-11,6,6,5445.0
3460,785.0,F-11,6,6,70785.0
3461,90.0,Ghauri Town,6,5,1361.255
3462,665.0,F-11,5,5,5445.0
3463,550.0,DHA Defence,6,6,5445.0
3464,450.0,DHA Defence,5,5,5445.0
3465,380.0,DHA Defence,5,5,4356.016
3466,475.0,Bahria Town,6,5,5445.0
3467,69.0,Ghauri Town,3,2,1361.255
3468,80.0,Ghauri Town,5,2,1361.255
3469,35.0,DHA Defence,2,2,1361.255
3470,110.0,CBR Town,3,2,1905.757
3471,180.0,Soan Garden,6,6,3267.012
3472,230.0,CBR Town,8,6,3267.012
3473,130.0,Soan Garden,3,4,1633.506
3474,135.0,Soan Garden,5,4,1633.506
3475,150.0,Soan Garden,5,4,1905.757
3476,135.0,Soan Garden,5,4,1633.506
3477,450.0,DHA Defence,5,5,5445.0
3478,500.0,DHA Defence,7,7,5445.0
3479,500.0,DHA Defence,7,7,5445.0
3480,500.0,DHA Defence,5,5,5445.0
3481,515.0,DHA Defence,5,5,5445.0
3482,500.0,DHA Defence,5,5,5445.0
3483,700.0,DHA Defence,5,5,5445.0
3484,380.0,DHA Defence,5,5,4356.016
3485,550.0,DHA Defence,5,5,5445.0
3486,450.0,DHA Defence,6,6,5445.0
3487,550.0,DHA Defence,5,5,5445.0
3488,475.0,DHA Defence,5,5,5445.0
3489,425.0,DHA Defence,5,5,5445.0
3490,375.0,DHA Defence,6,6,5445.0
3491,400.0,DHA Defence,5,5,4356.016
3492,800.0,DHA Defence,7,7,87120.0
3493,425.0,F-15,8,7,38659.642
3494,225.0,G-15,4,4,2178.008
3495,510.0,Bahria Town,7,7,5445.0
3496,465.0,DHA Defence,7,7,5445.0
3498,145.0,I-10,3,3,18240.817
3499,325.0,DHA Defence,7,6,70785.0
3501,95.0,Chatha Bakhtawar,6,8,1361.255
3502,1500.0,Bani Gala,6,7,190575.0
3503,150.0,Bhara kahu,6,5,2722.51
3504,850.0,F-10,6,6,70785.0
3505,190.0,D-12,5,4,1089.004
3507,650.0,E-11,6,5,5445.0
3508,270.0,G-13,5,5,2178.008
3509,430.0,E-11,6,5,27497.351
3510,22.0,Tumair,2,2,9528.785
3512,45.0,Simly Dam Road,3,3,1361.255
3514,190.0,G-10,3,3,1633.506
3515,550.0,G-11,6,6,3267.012
3516,150.0,G-15,4,4,1905.757
3518,200.0,Soan Garden,6,6,33759.124
3519,1500.0,F-7,10,10,70785.0
3520,295.0,G-13,5,5,2178.008
3521,82.0,Alipur Farash,4,4,12251.294999999998
3522,80.0,Marwa Town,5,4,1361.255
3523,225.0,G-13,4,4,2178.008
3524,175.0,I-9,4,4,1361.255
3525,115.0,Soan Garden,3,4,1633.506
3526,36.0,Burma Town,2,3,9528.785
3528,1500.0,7th Avenue,6,6,70785.0
3529,160.0,Bahria Town,3,3,1361.255
3530,250.0,Korang Town,6,6,38659.642
3531,135.0,G-14,4,5,11979.043999999998
3532,170.0,Margalla Town,2,3,1905.757
3533,90.0,Bani Gala,6,7,1361.255
3534,150.0,PWD Housing Scheme,6,5,2722.51
3535,2500.0,F-8,8,8,21780.0
3536,220.0,PWD Housing Scheme,9,7,3267.012
3537,180.0,PWD Housing Scheme,7,6,2722.51
3538,69.0,Gulberg,5,5,15246.056
3539,160.0,Bani Gala,4,6,1905.757
3540,480.0,E-11,6,6,4356.016
3541,700.0,Bani Gala,7,7,10890.0
3542,32.0,Taramrri,1,2,6806.275
3543,425.0,Golra Road,8,7,5445.0
3544,125.0,Motorway Chowk,7,6,12251.294999999998
3545,125.0,Motorway Chowk,7,6,12251.294999999998
3546,275.0,G-9,5,5,1633.506
3547,475.0,DHA Defence,5,5,5445.0
3548,95.5,B-17,5,5,1361.255
3549,950.0,F-10,4,4,70785.0
3550,85.0,PECHS,4,4,2722.51
3551,180.0,D-12,5,5,11979.043999999998
3553,350.0,G-9,5,5,29675.359
3554,765.0,I-8,5,6,65340.0
3555,600.0,I-8,10,9,38659.642
3556,600.0,I-8,9,9,38659.642
3557,470.0,DHA Defence,6,5,5445.0
3558,250.0,E-11,6,5,18240.817
3559,115.0,Multi Residencia & Orchards,4,6,2178.008
3561,375.0,Bhara kahu,6,8,10890.0
3562,155.0,G-13,4,4,1089.004
3564,260.0,G-11,4,4,1905.757
3565,133.0,Green Avenue,8,6,1089.004
3567,135.0,National Police Foundation O-9,6,5,2722.51
3568,40.0,Ghauri Town,2,1,816.7529999999999
3569,350.0,G-15,8,6,38659.642
3570,745.0,G-14,8,8,70785.0
3571,100.0,Royal Avenue,4,4,1361.255
3573,107.0,Shaheen Town,6,6,29675.359
3574,130.0,Soan Garden,8,6,2178.008
3575,130.0,Soan Garden,8,6,2178.008
3576,67.0,Ghauri Town,3,2,1361.255
3577,120.0,Shaheen Town,6,6,1905.757
3578,55.0,Shaheen Town,3,2,1361.255
3580,55.0,Shaheen Town,3,2,1361.255
3581,52.0,Arsalan Town,3,2,1361.255
3582,60.0,Arsalan Town,2,3,1633.506
3583,75.0,Arsalan Town,5,7,1633.506
3584,75.0,Arsalan Town,5,7,1633.506
3585,31.0,Arsalan Town,2,3,816.7529999999999
3586,160.0,G-13,4,4,1089.004
3587,440.0,DHA Defence,6,5,5445.0
3588,310.0,G-13,5,5,2178.008
3589,154.0,National Police Foundation O-9,7,6,2722.51
3590,360.0,G-13,7,5,2722.51
3591,82.0,Ghauri Town,6,4,1361.255
3592,88.0,FECHS,3,2,1905.757
3593,125.0,FECHS,6,4,1905.757
3594,65.0,Tarnol,6,4,1361.255
3595,160.0,Gulberg,5,4,21235.578
3597,190.0,G-15,6,5,2178.008
3598,180.0,G-15,5,4,2178.008
3599,180.0,G-15,5,5,2178.008
3601,600.0,F-11,6,6,4356.016
3602,2350.0,F-7,5,4,98010.0
3603,650.0,F-10,5,5,5445.0
3604,140.0,Soan Garden,8,6,1633.506
3605,150.0,Soan Garden,8,6,1633.506
3606,30.0,H-13,1,2,816.7529999999999
3607,325.0,F-11,6,5,18240.817
3608,35.0,Tarlai,2,2,816.7529999999999
3609,90.0,B-17,4,4,1361.255
3610,350.0,G-13,6,5,2722.51
3611,270.0,E-11,5,4,18240.817
3612,155.0,I-10,6,6,1089.004
3613,45.0,Ghauri Town,3,3,1089.004
3615,465.0,DHA Defence,6,6,5445.0
3616,500.0,G-16,10,9,5445.0
3617,450.0,DHA Defence,6,6,5445.0
3618,170.0,CBR Town,3,3,3267.012
3619,155.0,I-10,6,6,11979.043999999998
3620,190.0,G-11,3,3,1361.255
3621,65.0,Bhara kahu,3,3,1905.757
3622,135.0,Soan Garden,5,5,18240.817
3623,265.0,DHA Defence,4,4,2722.51
3625,1500.0,F-11,10,11,87120.0
3626,225.0,Bahria Town,6,5,2722.51
3627,260.0,Bahria Town,6,5,2722.51
3628,170.0,G-15,5,5,2178.008
3629,175.0,G-15,5,5,2178.008
3630,175.0,G-15,5,5,2178.008
3631,175.0,G-15,5,5,2178.008
3632,450.0,G-9,5,4,38659.642
3634,550.0,I-8,6,6,2994.7609999999995
3635,240.0,G-6,2,3,1633.506
3638,150.0,F-17,7,6,2178.008
3639,225.0,B-17,5,6,2722.51
3641,320.0,G-13,7,6,2722.51
3642,78.0,Soan Garden,4,3,1361.255
3644,450.0,F-11,6,7,25319.343
3645,62.0,H-13,3,3,15246.056
3646,250.0,G-6,3,6,2178.008
3647,400.0,DHA Defence,6,6,5445.0
3648,130.0,Islamabad Expressway,6,7,1361.255
3649,390.0,DHA Defence,6,5,5445.0
3650,410.0,DHA Defence,6,5,5445.0
3651,375.0,G-11,5,6,1905.757
3652,300.0,Bani Gala,6,6,5445.0
3654,230.0,PWD Housing Scheme,7,7,3267.012
3655,135.0,PWD Housing Scheme,4,4,2722.51
3656,195.0,PWD Housing Scheme,6,6,3267.012
3657,45.0,Zaraj Housing Scheme,3,4,1361.255
3658,160.0,G-13,5,3,11979.043999999998
3659,130.0,Bani Gala,5,4,2722.51
3661,55.0,Ghauri Town,3,3,1089.004
3662,260.0,G-13,5,5,1905.757
3664,160.0,G-13,4,5,1089.004
3665,920.0,F-11,7,6,5445.0
3666,920.0,F-11,7,6,5445.0
3667,350.0,E-11,6,6,2178.008
3668,45.0,DHA Defence,2,2,1361.255
3669,325.0,DHA Defence,3,3,5445.0
3670,38.0,Partal Town,3,2,816.7529999999999
3671,58.0,Arsalan Town,3,3,1361.255
3674,120.0,Soan Garden,4,4,1633.506
3675,175.0,Shah Allah Ditta,5,5,5445.0
3676,45.0,Bhara kahu,3,2,1361.255
3677,45.0,Bhara kahu,3,2,1361.255
3679,70.0,DHA Defence,3,3,2178.008
3680,285.0,Bahria Town,7,5,2994.7609999999995
3681,85.0,Bani Gala,4,4,1361.255
3682,235.0,FECHS,6,6,3267.012
3683,38.0,DHA Defence,2,2,1361.255
3684,450.0,DHA Defence,8,7,5445.0
3685,425.0,G-13,9,7,3811.514
3686,135.0,G-14,6,6,1089.004
3687,925.0,F-11,5,5,5445.0
3688,175.0,Bahria Town,6,5,2722.51
3689,200.0,I-10,4,4,1361.255
3690,150.0,Soan Garden,4,3,5445.0
3691,68.5,DHA Defence,4,3,2178.008
3692,135.0,FECHS,6,4,1905.757
3693,54.0,Jhang Syedan,4,3,1361.255
3694,60.0,Ghauri Town,2,2,1633.506
3695,500.0,Bahria Town,6,7,5445.0
3696,48.0,Gulberg,2,2,816.7529999999999
3697,36.0,Burma Town,2,2,816.7529999999999
3698,130.0,G-11,3,3,1089.004
3699,310.0,Bahria Town,6,5,2722.51
3700,45.0,Bhara kahu,2,2,9528.785
3701,125.0,Soan Garden,5,5,1905.757
3702,115.0,Pakistan Town,5,4,1361.255
3703,620.0,G-10,10,10,3267.012
3704,165.0,Soan Garden,8,6,2722.51
3705,112.0,Bhara kahu,3,3,2722.51
3707,1100.0,F-8,8,9,98010.0
3708,150.0,National Police Foundation O-9,6,5,27497.351
3709,170.0,B-17,4,4,29675.359
3710,97.0,Ghauri Town,5,4,1361.255
3711,275.0,G-13,5,5,2178.008
3712,450.0,Bani Gala,6,8,59895.0
3713,550.0,G-9,6,6,3267.012
3714,650.0,F-11,7,9,5445.0
3715,125.0,Pakistan Town,3,3,3267.012
3716,385.0,G-9,5,5,38659.642
3717,95.0,FECHS,3,3,20418.825
3718,440.0,F-11,8,7,25319.343
3719,160.0,G-13,4,3,1089.004
3720,36.0,DHA Defence,2,2,1361.255
3721,70.0,DHA Defence,3,3,2178.008
3722,385.0,G-9,5,5,38659.642
3723,350.0,G-13,8,7,2722.51
3724,350.0,G-13,8,7,2722.51
3725,325.0,E-11,5,5,2450.259
3726,225.0,G-15,7,7,3267.012
3727,260.0,F-15,6,6,3267.012
3731,350.0,G-10,5,5,2722.51
3732,190.0,G-11,3,3,1361.255
3733,460.0,E-11,7,7,4356.016
3734,125.0,G-13,4,4,1089.004
3735,550.0,I-8,6,6,38659.642
3736,375.0,G-11,5,6,1905.757
3737,350.0,E-11,6,6,1633.506
3738,165.0,Faisal Town - F-18,7,6,2178.008
3739,210.0,Korang Town,8,6,3267.012
3740,65.0,DHA Defence,3,3,2178.008
3741,52.0,Sarai Kharbuza,3,2,1905.757
3742,72.0,Bani Gala,4,4,1361.255
3743,265.0,I-9,3,5,25319.343
3744,180.0,G-16,5,4,2178.008
3745,290.0,B-17,6,9,5445.0
3746,195.0,F-17,7,6,2722.51
3749,240.0,Bahria Town,6,5,2722.51
3750,120.0,Naval Anchorage,3,3,1361.255
3751,335.0,Bahria Town,8,8,2722.51
3752,335.0,Bahria Town,8,8,2722.51
3753,510.0,G-11,10,10,38659.642
3754,600.0,F-11,4,4,4356.016
3755,550.0,F-11,5,5,4356.016
3756,110.0,National Police Foundation,6,4,1905.757
3757,850.0,F-10,5,5,70785.0
3758,700.0,F-10,6,5,70785.0
3759,750.0,F-10,6,6,5445.0
3760,650.0,F-10,5,5,5445.0
3761,1000.0,F-10,8,7,10890.0
3762,150.0,Naval Anchorage,6,6,1361.255
3763,265.0,G-11,5,5,14973.804999999998
3764,350.0,G-11,6,5,1905.757
3765,252.0,G-13,8,7,2178.008
3767,400.0,G-13,8,8,2722.51
3768,475.0,DHA Defence,8,6,5445.0
3769,175.0,G-13,5,5,1089.004
3770,38.0,Bani Gala,3,3,1361.255
3771,150.0,Bahria Town,4,3,2722.51
3772,150.0,Bahria Town,4,3,1361.255
3773,635.0,F-11,6,6,5445.0
3774,210.0,G-10,5,4,1361.255
3775,95.0,Chak Shahzad,6,6,1633.506
3776,130.0,FECHS,6,5,1905.757
3777,145.0,H-13,4,6,19602.072
3778,740.0,F-11,6,6,70785.0
3779,355.0,DHA Defence,6,6,5445.0
3780,150.0,G-13,5,3,11979.043999999998
3781,300.0,Soan Garden,8,7,5445.0
3782,140.0,Soan Garden,5,4,1633.506
3783,140.0,Soan Garden,5,4,1633.506
3784,410.0,G-9,6,6,29675.359
3785,142.0,FECHS,5,5,1905.757
3786,295.0,E-11,6,5,18240.817
3787,46.0,Jhangi Syedan,4,3,9528.785
3788,400.0,F-11,6,6,2450.259
3789,650.0,E-11,6,6,5445.0
3791,700.0,I-8,6,6,65340.0
3792,1500.0,F-10,10,9,70785.0
3793,240.0,Naval Anchorage,6,6,3811.514
3794,550.0,E-11,6,5,4356.016
3795,260.0,Bahria Town,6,5,2722.51
3796,260.0,Bahria Town,6,5,2722.51
3797,115.0,Tarnol,4,3,2722.51
3798,300.0,Judicial Town,8,8,5445.0
3801,480.0,E-11,7,7,3811.514
3805,205.0,G-10,2,3,1633.506
3806,71.0,Ghauri Town,3,3,1089.004
3807,215.0,Bahria Town,6,5,2722.51
3808,425.0,Bahria Town,7,6,5445.0
3810,140.0,PWD Housing Scheme,5,5,25319.343
3811,200.0,I-10,5,5,1361.255
3812,435.0,F-11,7,7,2722.51
3813,65.0,Bahria Town,2,2,1361.255
3814,165.0,CBR Town,6,4,1905.757
3815,230.0,CBR Town,6,6,3267.012
3816,44.5,Jhangi Syedan,3,3,15246.056
3817,150.0,Bahria Town,3,3,1361.255
3818,198.0,DHA Defence,4,3,2994.7609999999995
3819,90.0,Ghauri Town,6,4,1361.255
3820,425.0,Bahria Town,8,6,5445.0
3821,425.0,Bahria Town,8,6,5445.0
3822,1150.0,F-10,8,7,59895.0
3823,500.0,E-11,8,7,4356.016
3824,163.0,G-13,5,5,1089.004
3825,355.0,G-13,7,7,2722.51
3826,65.0,Bani Gala,3,3,1361.255
3827,335.0,National Police Foundation O-9,8,6,5445.0
3829,92.0,Ghauri Town,5,5,1361.255
3830,125.0,Ghauri Town,7,5,1633.506
3831,130.0,Soan Garden,5,4,1633.506
3832,420.0,I-8,4,4,38659.642
3833,410.0,I-8,4,4,38659.642
3834,67.0,Ghauri Town,3,2,1361.255
3836,350.0,Bani Gala,6,6,5445.0
3838,220.0,G-11,2,4,1905.757
3839,165.0,D-17,7,6,25319.343
3840,75.0,Ghauri Town,3,2,1633.506
3841,160.0,D-12,5,4,1361.255
3842,122.0,I-10,2,4,11979.043999999998
3843,170.0,Soan Garden,7,6,2722.51
3846,585.0,G-9,4,5,3811.514
3847,450.0,F-11,7,7,25319.343
3848,535.0,E-11,6,6,5445.0
3849,1550.0,G-11,3,4,190575.0
3850,650.0,I-8,6,10,38659.642
3851,1000.0,F-6,5,6,87120.0
3853,550.0,DHA Defence,6,6,5445.0
3854,76.0,DHA Defence,3,3,2178.008
3855,230.0,D-12,5,5,1361.255
3857,205.0,G-11,3,4,15246.056
3860,925.0,F-11,7,7,5445.0
3861,95.0,Bani Gala,3,3,1905.757
3864,280.0,I-10,4,7,25319.343
3866,160.0,I-10,6,6,1089.004
3867,275.0,E-11,4,4,1633.506
3868,350.0,G-15,10,11,3539.263
3869,85.0,B-17,4,4,15246.056
3870,435.0,F-6,4,4,29130.857
3871,65.0,Bhara kahu,3,2,1361.255
3872,235.0,I-10,3,3,18240.817
3875,300.0,B-17,6,6,5445.0
3876,550.0,F-11,4,4,4356.016
3877,140.0,CBR Town,7,6,2178.008
3878,600.0,G-7,5,5,59895.0
3879,98.0,Kuri Road,6,7,1361.255
3880,83.0,Ghauri Town,6,4,1361.255
3881,450.0,B-17,6,5,5445.0
3882,245.0,CBR Town,6,6,38659.642
3883,240.0,CBR Town,6,6,38659.642
3884,235.0,CBR Town,6,6,38659.642
3885,135.0,CBR Town,6,5,2178.008
3886,40.0,Jhangi Syedan,3,3,1361.255
3888,83.0,Korang Town,2,2,1633.506
3891,150.0,Soan Garden,2,2,2722.51
3892,95.0,Kuri Model Town,4,4,2722.51
3893,2600.0,F-8,5,5,196020.0
3894,22.0,Golra Road,2,2,8712.032
3895,500.0,G-9,4,5,3811.514
3896,280.0,E-11,5,5,1633.506
3900,130.0,Bahria Town,4,3,1361.255
3901,140.0,G-13,5,5,11979.043999999998
3902,105.0,Ghauri Town,5,4,1361.255
3903,1500.0,F-11,6,10,87120.0
3904,125.0,Bahria Town,4,3,1361.255
3905,550.0,G-9,6,7,3267.012
3906,170.0,B-17,4,4,2178.008
3907,47.0,Bhara kahu,3,3,1361.255
3908,110.0,Bhara kahu,5,4,2178.008
3910,82.0,H-13,2,2,1361.255
3912,55.0,DHA Defence,4,3,2178.008
3913,445.0,DHA Defence,6,6,5445.0
3914,110.0,Ghauri Town,5,4,1361.255
3915,130.0,Ghauri Town,6,6,1361.255
3917,170.0,Park Road,6,7,2450.259
3918,170.0,F-17,6,5,2178.008
3919,495.0,G-13,7,6,5445.0
3920,215.0,Bahria Town,7,5,2178.008
3921,150.0,G-13,4,3,11979.043999999998
3923,85.0,Ghauri Town,4,6,1089.004
3924,175.0,D-12,5,4,11979.043999999998
3925,145.0,G-13,5,5,1089.004
3926,340.0,G-13,6,6,2722.51
3927,90.0,DHA Defence,3,3,2178.008
3928,73.0,DHA Defence,3,3,2178.008
3929,76.0,DHA Defence,3,3,2178.008
3930,60.0,DHA Defence,3,3,2178.008
3931,60.5,DHA Defence,3,3,2178.008
3932,29.5,DHA Defence,2,2,1361.255
3933,76.0,DHA Defence,3,3,2178.008
3934,34.5,DHA Defence,2,2,1361.255
3935,315.0,G-10,6,5,19874.323
3936,550.0,E-11,5,5,3811.514
3938,88.0,FECHS,3,2,1905.757
3939,370.0,G-13,8,8,27497.351
3940,480.0,I-8,6,6,29130.857
3941,540.0,DHA Defence,6,5,5445.0
3942,390.0,DHA Defence,6,5,5445.0
3943,270.0,Shehzad Town,5,5,2178.008
3945,550.0,G-15,4,4,5445.0
3946,400.0,NIH Colony,5,5,59895.0
3947,240.0,Bahria Town,6,5,2722.51
3948,425.0,Bahria Town,7,6,5445.0
3949,69.0,Golra Mor,5,4,15246.056
3950,265.0,Bahria Town,6,5,2722.51
3951,162.0,G-13,5,4,11979.043999999998
3952,16.0,Athal,2,2,816.7529999999999
3954,350.0,G-15,10,11,38659.642
3955,275.0,G-13,4,4,2178.008
3956,110.0,Bhara kahu,8,8,2722.51
3957,225.0,Bahria Town,6,5,2722.51
3958,310.0,G-15,7,7,3539.263
3959,450.0,Soan Garden,10,11,10890.0
3960,145.0,Bahria Town,6,5,1905.757
3961,425.0,Bahria Town,6,6,5445.0
3962,65.0,Ghauri Town,4,3,1361.255
3963,175.0,Bani Gala,6,6,2722.51
