,price,location,baths,bedrooms,Total_Area
2485,32.0,Burma Town,2,3,816.7529999999999
2486,72.0,Madina Town,3,3,1361.255
2487,50.0,Ghauri Town,2,3,1089.004
2488,125.0,Ghauri Town,6,4,1633.506
2489,276.0,I-10,5,8,25319.343
2492,35.0,Bhara kahu,3,3,1361.255
2494,185.0,DHA Defence,4,3,2994.7609999999995
2495,175.0,Pakistan Town,6,6,3267.012
2496,575.0,E-11,6,5,38659.642
2497,120.0,Korang Town,4,4,1633.506
2498,165.0,I-9,4,6,1633.506
2499,45.0,Al Huda Town,3,3,1089.004
2500,150.0,G-14,4,4,11979.043999999998
2501,1200.0,F-11,10,10,10890.0
2502,56.5,Ghauri Town,2,2,1361.255
2503,150.0,H-11,4,5,1361.255
2504,194.0,DHA Defence,4,5,1361.255
2505,63.0,FECHS,3,3,1905.757
2506,90.0,E-18,3,4,33759.124
2507,825.0,F-11,8,7,70785.0
2508,70.0,Ghauri Town,3,2,1361.255
2509,105.0,Ghauri Town,5,4,1361.255
2510,105.0,Ghauri Town,3,2,1905.757
2511,450.0,DHA Defence,7,7,5445.0
2512,140.0,G-14,4,4,1089.004
2513,260.0,Bahria Town,6,6,2722.51
2514,175.0,FECHS,6,7,1905.757
2515,590.0,F-11,6,6,4356.016
2516,320.0,D-12,6,6,1905.757
2517,340.0,Bani Gala,6,6,5445.0
2518,275.0,Bahria Town,6,5,2994.7609999999995
2519,275.0,Bahria Town,6,5,2994.7609999999995
2520,800.0,Bani Gala,7,6,10890.0
2521,60.0,Chatha Bakhtawar,3,2,1361.255
2522,535.0,DHA Defence,5,5,5445.0
2523,286.0,G-13,6,5,2178.008
2524,525.0,G-6,4,6,28858.606
2525,25.0,Tarnol,3,3,1361.255
2526,215.0,G-9,4,6,1361.255
2527,180.0,G-9,4,4,18240.817
2528,250.0,G-13,6,5,2178.008
2529,165.0,I-10,4,4,18240.817
2530,225.0,E-11,5,5,1905.757
2531,235.0,I-14,7,7,23141.335
2532,750.0,F-11,6,5,5445.0
2533,230.0,Pakistan Town,7,7,5445.0
2534,900.0,F-11,6,6,5445.0
2535,290.0,Bahria Town,6,5,2722.51
2536,500.0,E-11,6,6,4356.016
2537,145.0,Bahria Town,4,3,1361.255
2538,190.0,G-9,3,4,1633.506
2539,400.0,G-13,7,7,38659.642
2541,185.0,I-14,4,4,18240.817
2542,65.0,Garden Town,4,4,1089.004
2543,280.0,Fateh Jang Road,6,5,2722.51
2544,21.0,Bhara kahu,2,2,816.7529999999999
2545,120.0,Korang Town,6,5,1633.506
2546,150.0,Faisal Town - F-18,4,4,2178.008
2547,120.0,I-10,3,3,1361.255
2548,490.0,DHA Defence,6,6,5445.0
2549,100.0,Pakistan Town,4,4,1361.255
2552,60.0,Bhara kahu,5,6,1089.004
2553,190.0,CBR Town,4,4,38659.642
2554,1400.0,F-10,8,8,114345.0
2556,138.0,Soan Garden,5,5,18240.817
2557,119.0,Soan Garden,4,4,1905.757
2558,210.0,Bahria Town,5,5,2722.51
2559,210.0,Bahria Town,5,5,2722.51
2560,460.0,DHA Defence,5,5,5445.0
2561,44.8,Ghauri Town,2,2,816.7529999999999
2563,1000.0,F-10,6,5,70785.0
2564,140.0,Bani Gala,6,6,2178.008
2566,100.0,Ghauri Town,4,4,1361.255
2567,120.0,Ghauri Town,5,5,1905.757
2570,122.0,I-14,6,5,14429.302999999998
2571,66.5,Shaheen Town,2,2,1361.255
2572,105.0,Taramrri,5,5,1361.255
2573,65.0,Thanda Pani,3,2,1633.506
2574,190.0,I-10,3,4,1633.506
2575,1200.0,F-6,5,5,87120.0
2576,42.0,Jhang Syedan,3,3,1361.255
2577,595.0,Bahria Town,8,7,5445.0
2578,250.0,Bahria Town,5,4,2722.51
2579,1600.0,G-6,6,6,130680.0
2580,34.5,DHA Defence,2,2,1361.255
2581,78.0,DHA Defence,3,3,2178.008
2582,40.0,DHA Defence,2,2,1361.255
2584,145.0,PWD Housing Scheme,6,5,25319.343
2585,1500.0,F-10,8,8,70785.0
2586,180.0,PWD Housing Scheme,7,5,2722.51
2587,370.0,Naval Anchorage,6,6,5445.0
2588,265.0,G-13,6,5,2178.008
2589,34.0,DHA Defence,2,2,1361.255
2590,34.0,DHA Defence,2,2,1361.255
2591,500.0,E-11,6,6,4356.016
2592,120.0,Soan Garden,5,5,1905.757
2593,85.0,Bani Gala,4,4,1361.255
2594,55.0,Jhangi Syedan,2,3,1361.255
2595,300.0,Green Avenue,6,6,2722.51
2596,150.0,Green Avenue,4,4,1361.255
2597,82.0,Motorway Chowk,6,6,1361.255
2598,925.0,F-11,6,6,5445.0
2599,225.0,E-11,5,5,1905.757
2600,440.0,DHA Defence,5,5,5445.0
2601,335.0,Bani Gala,5,5,10890.0
2602,1200.0,I-8,6,8,5445.0
2603,27.0,Partal Town,3,3,816.7529999999999
2604,85.0,Police Foundation Housing Society,3,2,1905.757
2605,48.0,Ghauri Town,3,3,1361.255
2607,150.0,Ghauri Town,6,6,1905.757
2608,235.0,E-11,2,2,2178.008
2609,725.0,F-10,5,4,5445.0
2611,37.0,Burma Town,2,2,816.7529999999999
2612,185.0,DHA Defence,4,3,2994.7609999999995
2615,72.5,DHA Defence,3,3,2178.008
2616,385.0,G-9,4,5,38387.391
2617,145.0,CBR Town,7,6,2178.008
2618,1400.0,F-11,10,11,87120.0
2619,260.0,G-13,7,5,2178.008
2620,832.0,I-8,6,6,38659.642
2621,140.0,Soan Garden,5,5,1633.506
2625,280.0,DHA Defence,5,5,2722.51
2626,65.0,Bani Gala,4,3,1361.255
2627,130.0,Atomic Energy Employee Society,6,9,1905.757
2628,445.0,DHA Defence,5,5,5445.0
2629,550.0,Bhara kahu,6,6,21780.0
2630,1150.0,F-10,8,8,10890.0
2632,80.0,Ghauri Town,4,3,1361.255
2633,650.0,F-11,6,5,5445.0
2634,135.0,Naval Anchorage,5,5,1361.255
2635,35.0,DHA Defence,2,2,1361.255
2636,480.0,I-8,6,6,33759.124
2637,145.0,I-10,3,3,18240.817
2638,140.0,Bahria Town,3,3,1361.255
2639,72.0,Ghauri Town,3,2,1361.255
2640,560.0,I-8,6,6,38659.642
2641,135.0,G-14,4,4,1089.004
2642,370.0,G-11,4,4,1905.757
2643,265.0,G-11,4,4,1905.757
2644,80.0,Soan Garden,5,5,18240.817
2645,325.0,G-11,4,4,1905.757
2646,70.0,DHA Defence,3,3,2178.008
2647,52.0,Arsalan Town,3,3,1361.255
2648,48.0,Tarnol,5,5,1361.255
2649,175.0,DHA Defence,4,3,2994.7609999999995
2650,320.0,DHA Defence,7,5,2994.7609999999995
2651,210.0,DHA Defence,5,3,2994.7609999999995
2652,103.0,Soan Garden,4,4,2722.51
2653,250.0,DHA Defence,5,3,4628.267
2654,130.0,Shaheen Town,5,6,4628.267
2655,245.0,Bahria Town,6,5,2722.51
2656,320.0,DHA Defence,5,3,5445.0
2657,250.0,Bahria Town,6,5,2722.51
2659,190.0,I-10,4,4,1633.506
2660,160.0,G-13,5,4,1089.004
2661,1000.0,F-7,5,5,81675.0
2662,2000.0,F-6,5,5,5445.0
2664,285.0,DHA Defence,4,4,2722.51
2666,1800.0,E-7,5,4,103455.0
2667,140.0,Bahria Town,4,3,1361.255
2668,68.0,Ghauri Town,4,3,816.7529999999999
2669,62.0,H-15,3,2,14973.804999999998
2670,1300.0,F-10,6,6,5445.0
2671,365.0,DHA Defence,6,5,3811.514
2672,415.0,G-13,6,9,2994.7609999999995
2673,98.0,Ghauri Town,6,4,1361.255
2674,950.0,I-8,6,8,5445.0
2675,900.0,F-8,5,4,5445.0
2676,120.0,B-17,4,4,1089.004
2677,85.0,Bani Gala,4,4,1361.255
2678,825.0,F-11,6,6,70785.0
2679,75.0,DHA Defence,3,3,2178.008
2680,230.0,Soan Garden,6,6,38659.642
2681,170.0,Soan Garden,7,6,2722.51
2682,100.0,I-14,5,5,1361.255
2683,27.0,Tarlai,2,3,816.7529999999999
2684,150.0,B-17,4,5,2178.008
2687,66.0,Bhara kahu,6,6,1361.255
2688,1350.0,F-10,8,7,10890.0
2689,90.0,FECHS,2,2,2178.008
2690,230.0,Islamabad - Murree Expressway,6,9,81675.0
2691,315.0,Bahria Town,6,6,2722.51
2692,190.0,Soan Garden,6,4,2722.51
2693,190.0,Soan Garden,6,4,2994.7609999999995
2695,550.0,DHA Defence,6,5,5445.0
2696,525.0,DHA Defence,6,5,5445.0
2701,460.0,E-11,6,5,2722.51
2702,290.0,Soan Garden,4,6,4356.016
2703,65.0,Kashmir Highway,5,4,12251.294999999998
2704,260.0,G-11,6,6,1905.757
2705,83.0,Ghauri Town,5,4,1089.004
2706,145.0,CBR Town,7,6,1905.757
2707,1150.0,F-8,3,3,65340.0
2708,85.0,Ghauri Town,6,7,1089.004
2709,900.0,F-7,5,5,5445.0
2710,450.0,DHA Defence,6,5,5445.0
2711,450.0,DHA Defence,6,5,5445.0
2712,460.0,DHA Defence,6,5,5445.0
2713,130.0,H-13,5,6,1633.506
2714,54.8,DHA Defence,4,3,2178.008
2715,225.0,I-10,5,5,1361.255
2717,470.0,DHA Defence,7,6,5445.0
2718,1085.0,F-11,10,8,70785.0
2719,500.0,G-11,5,6,38659.642
2720,800.0,E-11,10,9,5445.0
2721,170.0,G-10,2,3,1361.255
2722,285.0,E-11,4,4,18240.817
2723,265.0,DHA Defence,4,4,2722.51
2724,60.0,Bhara kahu,3,2,1633.506
2725,185.0,D-12,5,4,1361.255
2726,670.0,F-11,7,6,5445.0
2727,900.0,F-8,5,5,5445.0
2729,240.0,Bahria Town,6,5,2722.51
2730,210.0,Bahria Town,6,5,2722.51
2731,360.0,G-13,7,7,2722.51
2732,435.0,I-8,5,6,38659.642
2733,800.0,E-11,7,6,5445.0
2735,350.0,G-13,8,7,2722.51
2736,101.0,Naval Anchorage,4,4,1361.255
2737,258.0,G-13,7,6,1905.757
2738,95.0,Jhangi Syedan,7,6,1633.506
2739,52.0,Ghauri Town,3,2,1089.004
2740,30.0,Sohan Valley,2,2,816.7529999999999
2741,26.0,DHA Defence,2,2,1361.255
2742,740.0,F-10,6,6,59895.0
2743,950.0,F-10,5,5,5445.0
2744,250.0,Bahria Town,6,5,2722.51
2745,80.0,DHA Defence,3,3,2178.008
2746,145.0,I-10,3,3,18240.817
2748,270.0,Rawal Town,5,7,29675.359
2749,185.0,DHA Defence,4,3,2994.7609999999995
2751,350.0,E-11,7,6,2178.008
2752,325.0,E-11,6,5,2178.008
2753,425.0,E-11,7,7,2722.51
2754,40.0,Koral Chowk,3,2,1361.255
2755,355.0,G-9,6,6,29675.359
2756,175.0,DHA Defence,5,4,2178.008
2757,3000.0,F-7,10,11,114345.0
2758,425.0,Bani Gala,5,6,59895.0
2759,550.0,G-9,6,6,3267.012
2760,150.0,Green Avenue,5,4,15246.056
2761,1400.0,F-10,10,8,114345.0
2762,1400.0,F-10,10,8,114345.0
2763,275.0,9th Avenue,4,4,1905.757
2764,425.0,9th Avenue,5,5,3267.012
2765,500.0,DHA Defence,5,5,5445.0
2766,350.0,Rawal Town,6,6,2722.51
2767,115.0,Ghauri Town,6,6,1361.255
2768,120.0,Ghauri Town,6,6,1633.506
2769,450.0,E-11,5,5,2722.51
2770,75.0,Swan Garden,3,3,1361.255
2771,157.0,G-13,5,4,11979.043999999998
2772,600.0,DHA Defence,7,7,5445.0
2773,480.0,DHA Defence,6,6,5445.0
2774,160.0,D-12,5,5,13340.299
2775,400.0,Bhara kahu,6,9,76230.0
2776,48.5,Ghauri Town,2,3,816.7529999999999
2777,678.0,I-8,6,5,5445.0
2778,80.0,Shaheen Town,5,6,1361.255
2779,110.0,Korang Town,5,4,1633.506
2780,165.0,G-11,3,3,15246.056
2781,145.0,G-11,4,3,11979.043999999998
2782,325.0,G-13,4,4,29675.359
2783,90.0,Ghauri Town,6,6,1361.255
2784,140.0,G-14,5,4,1089.004
2785,220.0,G-15,7,6,29130.857
2786,450.0,G-15,8,7,5445.0
2787,750.0,F-10,7,6,59895.0
2788,970.0,F-10,7,7,81675.0
2789,300.0,DHA Defence,6,6,5445.0
2790,220.0,DHA Defence,3,3,3267.012
2791,455.0,DHA Defence,6,6,5445.0
2793,755.0,F-7,6,5,5445.0
2794,155.0,G-13,4,4,1089.004
2795,160.0,G-13,4,4,1089.004
2796,155.0,G-13,5,4,1089.004
2797,130.0,G-13,4,4,1089.004
2798,152.0,G-13,4,4,1089.004
2800,68.0,H-13,4,3,1361.255
2801,160.0,G-13,5,4,1089.004
2802,235.0,Zaraj Housing Scheme,4,4,2722.51
2803,200.0,DHA Defence,4,4,2178.008
2804,140.0,B-17,4,4,1905.757
2805,235.0,Bhara kahu,5,8,2178.008
2806,150.0,Green Avenue,5,5,1361.255
2807,260.0,Rawal Town,6,8,2722.51
2808,55.0,Shaheen Town,3,2,1361.255
2809,47.0,C-19,2,2,1361.255
2810,110.0,Kuri Road,4,3,2178.008
2811,125.0,G-11,2,4,816.7529999999999
2812,145.0,Bahria Town,3,4,1633.506
2813,180.0,Bani Gala,6,6,53905.698
2814,280.0,G-13,6,5,2178.008
2815,145.0,Simly Dam Road,4,4,65340.0
2816,525.0,DHA Defence,6,6,5445.0
2817,130.0,Ghauri Town,6,6,1905.757
2818,130.0,Ghauri Town,6,6,1905.757
2819,270.0,Park View City,4,4,2722.51
2821,95.0,Soan Garden,2,2,17968.566
2822,68.0,Ghauri Town,3,2,1361.255
2823,105.0,Ghauri Town,5,4,1361.255
2824,80.0,Jhangi Syedan,5,6,1361.255
2825,157.0,G-13,5,4,11979.043999999998
2826,255.0,G-15,6,6,38659.642
2827,170.0,Faisal Town - F-18,7,9,1905.757
2828,135.0,G-13,5,5,1089.004
2829,140.0,G-13,5,5,1089.004
2830,130.0,G-13,5,5,1089.004
2831,160.0,G-13,5,5,1089.004
2832,480.0,DHA Defence,7,5,5445.0
2834,450.0,DHA Defence,7,6,5445.0
2835,255.0,G-13,7,6,1905.757
2836,45.0,Ali Pur,3,2,1361.255
2837,155.0,G-13,5,5,1089.004
2838,155.0,G-13,5,5,1089.004
2839,400.0,G-13,7,7,2722.51
2840,375.0,G-13,7,7,2722.51
2841,370.0,G-11,7,7,1905.757
2842,155.0,F-10,3,4,1089.004
2843,800.0,F-10,5,5,59895.0
2844,55.0,Bhara kahu,4,5,816.7529999999999
2846,149.0,CBR Town,4,5,2178.008
2847,1650.0,F-10,8,8,114345.0
2848,160.0,Green Avenue,4,4,1361.255
2849,115.0,PWD Housing Scheme,5,5,18240.817
2850,1165.0,F-10,6,7,5445.0
2851,450.0,DHA Defence,7,6,5445.0
2852,490.0,DHA Defence,7,5,5445.0
2853,425.0,G-9,6,6,3267.012
2854,78.0,Shaheen Town,5,5,1361.255
2855,415.0,G-9,6,6,38659.642
2856,125.0,Ghauri Town,5,5,1633.506
2857,170.0,Soan Garden,4,3,5445.0
2858,130.0,Soan Garden,4,4,1633.506
2859,76.0,Pindorian,6,4,1361.255
2860,535.0,DHA Defence,6,5,5445.0
2861,95.0,Ghauri Town,5,4,1361.255
2862,450.0,G-9,6,6,3267.012
2863,225.0,Kuri Road,5,4,3811.514
2864,180.0,Soan Garden,6,5,2722.51
2865,124.0,Ghauri Town,7,5,1633.506
2866,77.0,Ghauri Town,3,3,1361.255
2867,900.0,F-10,6,6,65340.0
2868,850.0,F-10,6,6,70785.0
2869,90.0,Ghauri Town,5,5,1633.506
2870,130.0,Bhara kahu,7,11,2722.51
2871,28.0,Qutbal Town,4,6,1361.255
2873,850.0,E-11,8,8,5445.0
2874,253.0,E-11,7,4,18240.817
2875,65.0,Gulshan-e-Khudadad,7,5,1361.255
2876,135.0,Bahria Town,3,3,1361.255
2877,800.0,F-6,4,4,59895.0
2878,1900.0,F-8,9,7,70785.0
2879,45.0,Bhara kahu,3,3,1905.757
2880,145.0,F-17,4,4,1905.757
2881,145.0,I-10,3,3,18240.817
2882,85.0,Garden Town,4,6,1089.004
2883,85.0,Ghauri Town,6,4,1361.255
2884,25.0,Lehtarar Road,2,3,816.7529999999999
2885,385.0,DHA Defence,7,7,5445.0
2886,130.0,D-17,6,4,18785.319
2887,97.0,Ghauri Town,6,5,1361.255
2888,550.0,F-11,7,6,4900.518
2889,525.0,Bahria Town,6,6,5445.0
2890,250.0,Bahria Town,6,6,3267.012
2891,80.0,Garden Town,6,6,1361.255
2892,1050.0,Naval Anchorage,10,9,10890.0
2893,150.0,Ghauri Town,6,6,1905.757
2894,317.0,G-13,6,6,29675.359
2895,135.0,G-11,3,3,11979.043999999998
2897,160.0,PWD Housing Scheme,6,6,2722.51
2898,550.0,D-12,6,6,3811.514
2900,260.0,G-13,6,5,2178.008
2901,105.0,Ghauri Town,6,4,1361.255
2902,185.0,G-11,3,3,1361.255
2903,78.0,Ghauri Town,3,3,1361.255
2904,78.0,Ghauri Town,3,3,1361.255
2906,155.0,Ghauri Town,6,6,1905.757
2907,110.0,Ghauri Town,5,4,1361.255
2908,85.0,Ghauri Town,3,3,1361.255
2909,83.0,Ghauri Town,3,3,1361.255
2911,150.0,D-17,5,4,2722.51
2912,95.0,Ghauri Town,5,4,1361.255
2913,95.0,Ghauri Town,5,4,1361.255
2914,80.0,Ghauri Town,5,4,1361.255
2915,120.0,Ghauri Town,5,4,1361.255
2916,120.0,Ghauri Town,5,4,1361.255
2918,40.0,Ghauri Town,2,2,816.7529999999999
2919,55.0,Ghauri Town,3,2,1361.255
2920,70.0,Ghauri Town,3,2,1361.255
2921,110.0,Ghauri Town,5,4,1361.255
2922,62.0,Ghauri Town,3,2,1089.004
2923,130.0,Ghauri Town,6,6,1361.255
2924,95.0,Ghauri Town,3,2,1905.757
2925,150.0,Ghauri Town,6,6,1905.757
2926,150.0,Ghauri Town,6,6,1905.757
2927,75.0,Ghauri Town,3,3,1089.004
2928,65.0,Ghauri Town,3,3,816.7529999999999
2929,295.0,G-11,5,5,25319.343
2930,62.0,Ghauri Town,3,2,1361.255
2931,45.0,Frash Town,3,3,816.7529999999999
2932,95.0,Royal City,4,4,1361.255
2933,25.0,Royal City,2,2,816.7529999999999
2934,52.0,Ghauri Town,2,2,1089.004
2935,350.0,E-11,4,4,2178.008
2936,200.0,Soan Garden,5,4,3811.514
2937,155.0,Soan Garden,6,6,27497.351
2938,145.0,Soan Garden,6,4,2178.008
2939,130.0,Soan Garden,6,5,18785.319
2940,125.0,Soan Garden,4,4,18785.319
2941,175.0,Soan Garden,6,6,27497.351
2942,500.0,I-8,5,5,38659.642
2943,800.0,F-6,5,5,53088.94499999999
2946,1400.0,F-8,5,5,98010.0
2947,155.0,Ghauri Town,6,7,1905.757
2948,160.0,Gulberg,4,4,1905.757
2949,400.0,DHA Defence,5,5,5445.0
2950,475.0,DHA Defence,6,6,5445.0
2951,95.0,Phulgran,1,2,816.7529999999999
2952,200.0,Bahria Town,5,5,2178.008
2953,1450.0,F-11,8,6,70785.0
2954,1000.0,F-11,10,10,5445.0
2955,750.0,F-11,6,5,4900.518
2956,31.0,Jagiot Road,2,2,816.7529999999999
2957,80.0,H-13,5,4,1361.255
2958,150.0,F-17,5,8,2722.51
2959,1200.0,F-10,7,7,10890.0
2960,150.0,National Police Foundation,6,5,32942.371
2961,185.0,G-9,3,3,1361.255
2962,95.0,Ghauri Town,4,4,1361.255
2963,155.0,Soan Garden,6,5,2450.259
2964,115.0,Ghauri Town,6,8,1633.506
2965,175.0,Bani Gala,4,4,28314.104
2966,120.0,PWD Housing Scheme,3,2,2722.51
2967,85.0,Bhara kahu,2,3,1361.255
2968,84.0,Sohan Valley,3,4,1089.004
2971,335.0,G-13,8,6,29675.359
2972,160.0,D-17,4,4,2178.008
2973,175.0,D-17,4,4,2178.008
2974,1800.0,F-6,10,9,10890.0
2975,95.0,Ghauri Town,6,4,11979.043999999998
2976,485.0,Bahria Town,6,5,5445.0
2977,485.0,Bahria Town,6,5,5445.0
2978,120.0,Bhara kahu,7,6,2722.51
2982,75.0,Shahpur,5,5,2722.51
2983,150.0,Bani Gala,5,4,2722.51
2984,360.0,G-13,7,7,29675.359
2985,80.0,Taramrri,3,4,14973.804999999998
2987,875.0,F-11,7,6,5445.0
2988,550.0,G-10,6,6,3811.514
2989,160.0,I-10,2,4,18240.817
2990,150.0,Bahria Town,4,5,1633.506
2991,135.0,D-17,4,4,1905.757
2992,265.0,G-15,7,7,3811.514
2993,65.0,Ghauri Town,3,2,1361.255
2994,140.0,Bahria Town,4,3,1361.255
2995,1000.0,F-11,10,9,5445.0
2997,150.0,Soan Garden,5,4,2178.008
2998,70.0,Bhara kahu,4,2,2722.51
2999,180.0,G-10,4,4,17968.566
3000,1800.0,F-10,10,8,10890.0
3001,650.0,F-11,5,5,48460.67799999999
3002,160.0,National Police Foundation O-9,6,5,2722.51
3003,115.0,Ghauri Town,5,4,1361.255
3004,76.0,DHA Defence,3,3,2178.008
3005,145.0,PWD Housing Scheme,5,5,2722.51
3006,155.0,Ghauri Town,7,7,1905.757
3007,40.0,DHA Defence,2,2,1361.255
3008,155.0,Garden Town,7,6,1905.757
3009,915.0,F-11,6,6,5445.0
3010,95.0,Ghauri Town,5,5,1089.004
3011,1450.0,F-11,8,6,70785.0
3012,68.5,DHA Defence,3,3,2178.008
3013,250.0,Soan Garden,6,6,59895.0
3014,370.0,Soan Garden,6,6,5445.0
3015,370.0,Soan Garden,6,6,5445.0
3016,265.0,G-15,7,7,3811.514
3017,1400.0,F-7,5,5,5445.0
3018,450.0,Bani Gala,9,8,98010.0
3019,1200.0,F-10,6,10,10890.0
3021,145.0,I-10,3,3,18240.817
3022,365.0,DHA Defence,6,5,48460.67799999999
3024,1000.0,F-6,6,5,70785.0
3025,150.0,F-17,5,6,2178.008
3026,150.0,F-17,6,5,2178.008
3027,550.0,F-11,8,7,65340.0
3028,60.0,Ghauri Town,3,2,1361.255
3030,450.0,G-10,3,3,3539.263
3031,330.0,D-18,7,7,5445.0
3032,135.0,B-17,7,5,2178.008
3033,38.0,DHA Defence,2,2,1361.255
3034,65.0,Shaheen Town,3,3,1361.255
3036,450.0,DHA Defence,6,6,5445.0
3038,240.0,Bahria Town,6,5,2722.51
3039,465.0,Bahria Town,8,7,5445.0
3040,465.0,Bahria Town,8,7,5445.0
3042,375.0,E-11,6,6,29675.359
3043,3600.0,F-7,6,6,130680.0
3044,175.0,G-11,4,4,11979.043999999998
3045,480.0,Bahria Town,6,5,5445.0
3046,480.0,Bahria Town,6,5,5445.0
3047,700.0,E-11,6,6,59895.0
3048,265.0,G-11,6,5,1905.757
3049,850.0,F-10,6,6,70785.0
3050,155.0,Ghauri Town,6,6,1905.757
3051,170.0,G-7,3,5,1361.255
3053,230.0,CBR Town,7,6,3267.012
3054,750.0,DHA Defence,6,5,5445.0
3055,100.0,Ghauri Town,4,4,1361.255
3056,210.0,Soan Garden,6,8,4356.016
3057,225.0,PWD Housing Scheme,6,5,25319.343
3059,410.0,DHA Defence,6,6,5445.0
3060,33.0,Shehzad Town,3,3,1361.255
3061,660.0,F-11,8,7,5445.0
3062,1450.0,F-11,8,6,70785.0
3064,324.0,DHA Defence,3,3,5445.0
3065,105.0,Bani Gala,5,6,1361.255
3068,670.0,F-10,4,4,5445.0
3069,190.0,D-12,4,3,23141.335
3070,89.0,Ghauri Town,5,4,1361.255
3071,170.0,G-13,5,4,1361.255
3072,35.0,Alipur Farash,2,2,816.7529999999999
3073,775.0,I-8,7,6,5445.0
3074,145.0,G-13,5,5,1089.004
3075,1000.0,F-10,4,5,65340.0
3077,200.0,Chatha Bakhtawar,5,7,1905.757
3078,150.0,Soan Garden,5,4,1633.506
3079,105.0,Chatha Bakhtawar,6,6,17696.315
3080,130.0,H-13,5,4,1361.255
3081,525.0,DHA Defence,6,6,5445.0
3082,95.0,Ghauri Town,3,3,1905.757
3083,60.0,Ghauri Town,4,4,816.7529999999999
3084,75.0,Ghauri Town,3,3,1361.255
3085,48.0,Ghauri Town,4,4,816.7529999999999
3086,78.0,Ghauri Town,3,3,1361.255
3087,78.0,Ghauri Town,3,3,1361.255
3088,350.0,National Police Foundation O-9,6,6,5445.0
3089,295.0,G-15,8,7,38659.642
3090,125.0,F-10,3,3,1089.004
3091,1650.0,E-7,5,4,103455.0
3093,290.0,G-8,7,7,1905.757
3097,110.0,Ghauri Town,5,4,1361.255
3098,425.0,Bahria Town,6,6,5445.0
3099,240.0,Bahria Town,6,5,2994.7609999999995
3100,210.0,Bahria Town,6,5,2722.51
3101,300.0,E-11,6,5,2178.008
3102,62.0,Ghauri Town,3,2,1361.255
3103,850.0,F-10,5,5,59895.0
3104,250.0,Chak Shahzad,8,6,2722.51
3105,1200.0,F-10,10,11,10890.0
3106,200.0,Iqbal Town,6,7,2722.51
3107,150.0,F-17,6,5,2178.008
3108,1000.0,F-11,4,6,5445.0
3109,300.0,G-9,5,5,29675.359
3110,750.0,E-11,7,6,4900.518
3111,190.0,D-12,5,4,299475.0
3112,450.0,I-8,6,6,38659.642
3113,450.0,I-8,6,6,33759.124
3115,480.0,E-11,6,6,4356.016
3116,595.0,G-11,7,7,65340.0
3117,260.0,G-11,5,5,1905.757
3118,95.0,Soan Garden,7,6,1633.506
3119,340.0,G-13,3,4,2722.51
3120,75.0,Ghauri Town,4,4,1089.004
3121,1900.0,F-8,8,7,70785.0
3122,42.0,Burma Town,3,3,1361.255
3123,425.0,DHA Defence,7,6,5445.0
3124,370.0,G-13,9,9,2450.259
3127,800.0,F-11,6,6,5445.0
3128,33.0,DHA Defence,2,2,1361.255
3129,67.0,DHA Defence,3,3,2178.008
3130,450.0,F-11,6,5,2722.51
3131,220.0,Bahria Town,5,4,2722.51
3132,275.0,Bahria Town,6,5,2722.51
3133,205.0,Zaraj Housing Scheme,5,4,2722.51
3134,260.0,Bahria Town,6,5,2722.51
3135,325.0,E-11,5,5,2450.259
3136,350.0,G-13,8,7,2722.51
3137,150.0,Bani Gala,4,4,1905.757
3138,115.0,Soan Garden,2,2,29675.359
3139,65.0,H-13,3,3,1361.255
3140,270.0,Bani Gala,8,8,5445.0
3141,485.0,Bahria Town,6,5,5445.0
3142,175.0,G-15,5,6,2178.008
3143,45.0,Khanna Pul,2,2,1089.004
3144,365.0,G-9,5,6,2722.51
3145,95.5,B-17,6,5,1361.255
3146,1500.0,Meherban Colony,10,8,130680.0
3147,99.0,H-13,5,4,1361.255
3149,495.0,I-8,7,6,3267.012
3150,220.0,Bahria Town,5,4,2722.51
3151,495.0,I-8,6,6,38659.642
3152,465.0,Bahria Town,7,6,5445.0
3153,150.0,G-13,5,5,1089.004
3154,260.0,Bahria Town,6,5,2722.51
3155,425.0,Bahria Town,7,6,5445.0
3156,320.0,Bahria Town,6,5,2722.51
3157,650.0,F-11,6,5,5445.0
3158,145.0,Islamabad Highway,5,6,12251.294999999998
3159,60.0,Tarlai,4,8,816.7529999999999
3160,265.0,Naval Anchorage,8,7,3811.514
3162,425.0,Shah Allah Ditta,6,6,5445.0
3164,190.0,DHA Defence,4,3,2994.7609999999995
3166,775.0,F-10,6,6,70785.0
3167,900.0,I-8,9,9,65340.0
3169,1450.0,F-8,9,6,70785.0
3170,1450.0,F-6,9,6,70785.0
3171,24.0,Tarlai,2,4,544.502
3172,235.0,PWD Housing Scheme,8,7,3267.012
3173,37.0,Lehtarar Road,3,2,1361.255
3174,165.0,G-13,3,3,1089.004
3175,38.0,DHA Defence,2,2,1361.255
3176,70.0,DHA Defence,3,3,2178.008
3177,350.0,Bahria Town,10,7,28586.355
3178,1600.0,F-7,8,10,70785.0
3179,1800.0,E-7,5,5,103455.0
3180,1400.0,F-7,7,7,70785.0
3181,410.0,E-11,6,6,27497.351
3183,135.0,B-17,4,4,2178.008
3184,425.0,Green Avenue,6,6,40020.897
3186,148.0,Ghauri Town,7,6,1905.757
3187,205.0,PWD Housing Scheme,5,4,2722.51
